x,y
28.2441,-9.60326
14.2395,-43.5317
33.5897,-16.9753
32.7139,15.8579
14.2644,-29.435
19.0441,-24.4627
28.142,1.13814
28.1391,1.14714
28.1391,1.14714
28.1391,1.1471
32.7273,-0.398915
28.0313,-9.51928
28.0312,-9.51759
31.69,-11.5263
37.061,-5.00404
37.1068,-12.0885
46.7983,-2.00348
30.6281,11.656
33.1177,2.37094
33.1173,2.37044
33.1173,2.37052
35.9538,2.49796
35.9539,2.49833
35.9536,2.49946
36.0777,2.34411
35.9538,2.49946
27.698,-33.1926
32.2049,-5.72502
33.487,12.9306
40.9551,-1.9681
40.9551,-1.96799
34.73,6.0519
25.896,-8.49705
34.1694,10.4292
39.8194,-2.04596
39.8185,-2.04187
36.4518,1.94578
30.2807,-1.33125
30.3001,-1.33272
26.3285,1.50398
1.32985,-41.395
28.5595,-32.3918
29.3432,-19.981
42.7448,-4.32465
28.5647,-32.3554
32.3861,-10.3403
36.4909,5.78189
35.1104,-6.73541
39.2341,-3.53148
36.0099,-25.3339
32.1552,-10.2609
38.7827,2.77164
14.2985,-43.406
19.7001,-26.5356
14.2985,-43.406
31.5521,-11.5868
45.0935,-15.0577
27.8045,-9.3067
38.1877,-12.0706
30.7306,14.8265
31.8038,-2.90585
35.8056,3.67146
35.8072,3.66922
43.3219,-1.86821
26.5179,-9.5656
26.4957,-9.57089
31.2952,-10.3687
31.6915,-11.5674
39.1747,0.473843
39.1748,0.473795
29.0548,-3.3677
21.2169,-9.95038
32.3181,12.9565
35.2435,-3.9824
38.3862,-4.29691
26.6347,-7.92134
33.7188,-1.22476
38.9493,-9.11016
38.9219,-9.12635
27.6533,-9.36641
40.5275,6.29041
36.905,8.73909
25.3794,-10.5928
25.3839,-10.5938
14.5463,-23.4359
20.0794,-22.8333
20.3747,-17.9814
13.9523,-22.0957
19.9276,-23.0394
30.7067,6.86228
11.822,-23.9773
30.7067,6.86228
38.8627,12.7833
12.1894,-18.2996
19.9299,-23.0406
33.1908,-24.9804
24.3285,-27.5802
43.1687,6.31619
24.3284,-27.5802
13.3243,-22.708
38.1696,-4.74588
25.3613,-10.4848
38.1695,-4.7459
27.1247,-0.81934
30.2241,6.63982
38.754,6.29336
23.4158,-21.0931
23.4154,-21.0933
13.2638,-22.6294
16.1743,-18.6424
35.1162,7.20942
11.2159,-23.6176
27.48,0.607054
26.7422,-7.56666
29.9683,9.47267
29.2127,3.75513
7.64377,-44.4781
7.64377,-44.4782
16.8096,-39.4627
38.7825,14.1486
38.5647,2.96525
34.9832,7.48679
14.5888,-20.9581
31.3276,-11.1063
41.4081,5.20557
30.1584,11.3409
34.983,7.4876
31.3282,-11.1045
41.4087,5.20549
41.3948,5.28261
32.003,5.41708
14.5446,-21.026
14.5886,-20.9579
18.8248,-20.6611
30.1494,6.65807
24.6251,-3.28275
26.0336,-34.5306
38.8636,11.6687
10.877,-10.536
24.6251,-3.28275
17.1551,-20.4515
15.1644,-23.5877
28.1301,3.793
39.3644,10.8937
36.9068,3.83872
36.6848,4.07491
32.0589,5.38745
32.0586,5.38819
24.7196,-4.66154
39.1911,12.5917
24.7196,-4.66154
44.638,-4.26975
36.693,-13.407
34.0738,11.7056
11.4578,-21.433
31.5251,10.6846
7.64091,-44.4783
30.9601,19.0248
7.64091,-44.4783
30.9579,19.0243
44.0848,-1.79068
19.6966,-19.8365
42.5134,9.27301
19.6971,-19.8364
18.5172,-18.5745
16.6888,-20.8553
39.0001,11.6002
37.2602,-2.63331
37.2191,-2.71427
30.9001,9.13115
32.868,14.1862
30.4132,9.22629
14.0438,-17.8016
32.868,14.1862
33.3295,12.6069
26.4358,-11.4868
29.2393,3.63906
30.4564,4.94267
26.4358,-11.4868
36.7935,9.87131
39.0057,11.6686
36.7924,9.8677
39.2283,-3.29063
31.8099,-11.1003
33.0736,-3.39076
12.2054,-18.3291
18.2887,-19.0884
39.4607,10.6683
38.8868,11.1382
18.2887,-19.0884
19.4121,-20.0001
15.7503,-21.8893
28.5592,3.6349
41.8294,5.26025
39.1319,11.0588
28.0949,2.4639
45.3717,9.48973
45.3711,9.48982
10.0839,-20.2311
30.4298,5.89007
18.4353,-18.6945
39.0055,4.66009
30.4349,5.88728
31.4625,-2.69821
10.0837,-20.2314
26.9172,0.517047
29.1149,3.88105
32.7513,0.625628
32.7546,0.556818
35.1605,3.53597
21.4789,-16.9413
32.5496,5.72641
29.7788,10.1136
42.9051,9.00314
32.9591,0.312788
24.5983,-3.0871
30.5195,11.256
32.3329,-0.196449
31.7167,8.80834
31.5999,9.22966
34.2588,13.3046
23.9369,-2.83162
34.0623,13.3231
13.291,-22.1865
35.76,8.28389
29.1986,-29.5891
18.3932,-24.2436
29.0071,-1.77624
36.3716,3.24355
32.9835,12.3955
27.7213,-32.6011
14.6124,-20.7778
41.7618,0.0422309
41.7072,0.0633713
33.4786,7.84202
41.2843,0.229723
38.8353,11.6731
30.6014,2.15153
39.3101,11.3543
38.8352,11.6735
2.3245,-41.6115
25.7467,-10.7796
25.7471,-10.7796
25.7471,-10.7796
37.7235,-2.63972
37.7161,-2.64672
37.7201,-2.64177
30.4898,6.26979
11.9349,-20.2587
37.7201,-2.64178
33.7201,-1.37559
31.1388,11.3327
15.0208,-37.2408
29.5796,10.0991
25.9089,-9.7295
31.1151,13.9443
-40.3076,4.38941
15.2242,-19.4052
19.3108,-20.3242
34.6304,13.1659
38.406,6.17724
31.6769,11.0285
15.6445,-18.5344
31.6735,11.0263
33.4912,12.3871
24.3743,-0.875934
11.877,-21.837
11.6983,-21.9776
11.5162,-22.6926
31.4966,9.39994
11.5856,-25.8799
30.6639,-11.5149
28.9418,6.19525
34.0355,14.2238
29.8699,6.05022
31.4549,5.36307
33.466,6.97705
30.5738,6.97265
29.8698,6.05043
31.7258,8.61647
11.9176,-20.5226
-39.7593,-23.6179
4.64276,-5.53536
-3.70172,-4.09403
-18.118,-13.9163
-18.1179,-13.9173
-3.70139,-4.09408
-6.34531,-14.14
-39.7593,-23.6179
4.64279,-5.53523
0.389665,7.39811
-2.89474,28.2115
-1.25744,1.90088
3.98342,17.8331
9.14465,13.4633
-49.5517,-5.40644
12.5814,19.1827
10.7823,-11.3379
12.1207,46.2836
-6.43829,20.8
-6.60125,-14.1802
12.1207,46.2836
-3.37423,36.5761
10.8786,-1.21829
21.6589,-11.5514
8.97817,-3.47738
-3.6327,-26.4049
11.0218,-1.81025
-8.79957,-5.61944
-9.59133,21.84
4.54305,24.0175
-21.7133,-0.493555
11.2791,3.67553
2.65245,10.2156
11.0518,1.35586
-15.3543,-23.5571
0.973639,33.8681
-1.93999,-9.56697
1.41095,38.4001
-20.7014,-32.8185
-20.7015,-32.8193
3.23232,-40.186
3.22487,-40.205
-13.0255,-13.3632
1.75452,-4.20692
1.7632,-4.17052
-3.06066,-1.06918
-11.5247,-13.969
-11.5213,-13.9698
-13.0255,-13.3632
-4.60809,-6.8006
-3.61051,15.0153
12.6313,9.97209
14.68,12.9007
9.6327,15.4118
5.30503,-38.2804
-5.46792,19.9827
-33.1722,-12.2796
-17.2595,-24.994
7.73097,-11.517
2.34097,3.45234
-0.0684332,-35.7879
-17.2595,-24.994
21.8635,9.82823
7.73097,-11.517
4.16644,6.87266
9.60529,-9.58414
8.06433,27.8384
-6.94083,2.50134
13.9504,8.12678
-23.0423,0.501928
-23.8395,-10.8853
-5.15527,-22.0785
17.4421,-2.04103
-17.1769,25.9489
13.9504,8.12678
-23.0424,0.502012
9.33442,33.6763
13.4911,22.3324
-37.8407,-6.62818
8.54339,-14.5322
14.5369,7.82918
-14.7692,-36.5852
-15.2987,-16.4013
-7.96008,-22.9819
-47.305,0.877839
-47.2724,0.924253
-47.1684,1.00559
-28.3688,-7.76881
-47.305,0.877839
-47.2724,0.924244
-47.1684,1.00558
-23.029,-11.7793
6.33685,34.9409
6.30327,34.8921
-4.39682,17.264
-27.8588,-16.3865
-41.3512,-1.33683
-13.9421,30.5883
-21.1178,23.8594
-41.351,-1.33677
-38.7127,-15.197
-17.7746,-27.1003
-17.1484,-25.1735
-39.5296,-23.3715
-38.7092,-15.2014
-25.9436,1.19055
-17.7746,-27.1003
-14.7019,-36.4505
-14.7019,-36.4506
1.27684,-3.1496
-41.3504,-9.94768
-48.7269,-8.2714
-46.2796,-2.7297
-11.971,-16.4718
-11.971,-16.4718
25.9627,12.8625
14.5163,17.3228
-2.2201,30.4869
-46.2796,-2.72968
-45.7738,-3.32767
9.14545,-10.9007
-37.4021,-9.42803
-3.68803,-7.18878
-0.993806,-9.96747
2.41829,-33.3553
-3.09053,10.4118
-16.4217,1.79038
-7.05783,-24.2892
-12.0468,-0.541589
-12.0352,-0.53071
-14.8933,4.44564
-7.05818,-24.2898
-26.2194,-20.4859
-31.2302,-17.7061
-19.8043,-18.0627
-31.1027,-17.4759
-11.0786,24.8069
-47.0173,1.18384
4.53961,10.5751
3.64845,15.5894
9.45804,7.77464
-47.0173,1.18384
4.64023,9.90534
-1.32474,1.87453
-3.64527,27.2264
-4.30817,24.1923
-3.76339,6.83323
12.9349,-11.7665
14.5553,22.6791
3.403,-13.0368
-31.1057,19.4375
-28.3788,-3.94159
3.40698,-13.0453
3.88033,10.3262
15.715,-12.9133
-39.9737,-15.0251
-39.9738,-15.025
9.45874,37.7547
16.8272,40.7162
16.8134,40.685
9.45811,37.7536
-41.4786,0.859308
10.0494,7.85709
-39.9733,-15.0255
-28.5933,-7.93885
-28.6503,-7.62669
-31.6281,-11.773
-0.329612,41.7011
-13.5294,-14.4384
-21.1085,23.8433
1.79705,32.3133
-12.3158,27.0836
-11.8841,31.1814
11.8858,30.1807
-32.5285,-27.1473
-31.5316,20.0293
-4.13982,32.2485
-17.4093,-25.081
11.9177,-11.9622
-6.36289,-18.6802
-6.49984,-18.4794
-5.73904,1.78961
-39.8417,-23.7628
-28.3006,-14.0634
-27.9615,-12.8188
-27.9732,-12.823
-21.0658,-5.72467
-6.59169,5.64252
8.14644,45.513
-21.9235,-17.8885
-21.941,-17.8819
-39.8417,-23.7628
-27.1651,19.9837
-4.5225,-7.38119
3.30496,-40.457
3.33496,-40.4301
3.32255,-40.4326
-21.3157,-17.762
-32.3701,-19.3004
-21.3156,-17.762
-31.2972,-18.5921
-32.3652,-19.303
-27.2739,-21.7067
-28.4508,8.60311
4.3605,2.73541
-43.7001,-2.13384
-23.4416,2.68744
-51.7957,-3.18531
28.7981,-1.82246
2.83231,-2.87092
-14.9702,4.52221
11.7938,9.79692
-23.4416,2.68744
-4.83498,-7.92113
12.8365,14.725
-17.2485,-22.1164
-30.6468,19.1561
-17.2484,-22.1163
-19.1998,-29.7616
-30.5932,19.1837
-30.65,19.1524
-5.84153,-32.6215
12.8362,14.7218
9.21673,-1.33736
6.62577,-3.71132
-20.6984,-32.5987
11.5901,-5.89645
-27.3265,-15.5531
11.5883,-5.90185
-20.6984,-32.5988
1.16458,-25.4642
-12.0903,-22.5877
-12.0942,-22.8025
-37.6239,-15.4325
-37.6242,-15.4324
-37.6239,-15.4325
-37.622,-15.4383
-27.2593,-21.7093
-11.2923,21.393
-12.1008,-26.4675
-32.428,-19.293
-16.6322,2.3256
-5.48683,34.0102
-14.9756,-4.02139
-44.4092,0.544929
5.78243,3.04701
5.95254,24.2288
18.9046,17.3765
18.9316,17.3494
-4.41229,-13.5841
17.4328,-2.08476
-35.6525,-20.945
-44.4044,0.542789
18.894,31.742
1.9965,-4.89259
10.9013,0.17471
10.2441,7.89672
10.2438,7.89682
13.6597,19.3665
14.973,32.6226
-4.30479,-7.25719
-40.0411,-23.5556
-21.5542,12.4211
-28.4436,-13.9718
-5.42295,20.127
-40.0411,-23.5556
-10.8583,-17.2721
1.56285,-22.529
1.56417,-22.5375
1.56701,-22.5462
-10.8583,-17.272
1.5636,-22.54
-16.5832,-24.9403
8.59387,-14.6791
-27.8815,-12.8252
-20.9901,-5.79152
-21.0129,-5.76315
-16.5778,29.8106
-9.17931,31.8402
11.3164,24.5218
2.35943,37.5564
10.1116,26.5943
-0.468886,-3.76223
-30.9336,-18.329
-32.5115,-19.6583
-20.1675,-16.3785
-30.8266,-17.4773
-38.9187,-15.3202
-38.9247,-15.2972
-38.9246,-15.2974
-38.9243,-15.2992
2.27908,-18.407
-39.2974,-23.3488
-2.14579,-16.7869
27.8804,-13.822
4.17887,-4.09079
-51.3273,-3.64043
-9.00543,12.8927
-28.4128,-4.1186
-9.58214,21.3368
22.3761,5.09534
-13.7906,28.4404
22.3761,5.09532
-4.17826,6.22435
-14.9474,-16.3021
-14.9472,-16.3021
-14.8675,-16.2888
-14.9704,-16.3043
-6.35761,4.56086
-6.36252,4.57506
15.8299,22.9144
14.181,42.8438
-4.3489,-4.97577
-5.21754,-17.7236
-5.21651,-17.7275
5.16707,-38.3558
-8.9539,9.95118
-22.5059,7.63916
19.8388,31.2054
16.3532,3.50713
16.4858,3.32195
-22.5042,7.6381
-8.95717,9.95178
-22.4458,7.6897
-6.85236,21.0646
-35.9288,8.29473
-36.722,-20.0282
-5.91186,-16.3932
-30.7349,-17.4074
4.18513,10.3603
14.2236,25.7087
-8.87868,9.88906
12.0534,32.564
-21.5851,-2.24885
10.6045,7.78159
12.0526,32.5638
15.7885,16.5889
-17.3175,-25.0938
8.85849,-3.44451
16.5591,-6.25848
-12.8491,-10.2242
-0.677434,1.07468
-13.2356,-10.4136
-13.087,-0.976728
-13.0824,-0.986387
-4.00611,-7.24539
21.7034,16.4666
-26.4799,-8.71841
-38.5202,-3.30431
-28.4235,-3.93518
-0.218892,16.9279
-26.849,22.013
2.92789,-5.88155
-26.8548,21.9697
-15.6533,-7.22606
-40.1398,-15.0235
-40.1378,-15.0213
2.81844,-2.89114
-17.1824,23.8264
-9.33256,-1.28756
-30.8368,-16.033
6.84877,-11.16
-4.53086,-7.60504
-40.1382,-15.0217
14.5535,11.5897
16.8399,23.5403
15.1291,1.37162
-3.88723,0.318077
-7.99396,19.8449
-25.3068,17.2057
-3.88716,0.318122
-7.99625,19.8425
22.463,-7.14358
-2.87267,-1.44705
16.972,37.3132
16.972,37.3133
9.56828,3.8833
1.27672,8.58366
3.34449,-1.98182
9.56058,3.88214
1.2759,8.58581
-32.62,-18.8871
-13.4251,-14.6733
-2.87267,-1.44705
17.6001,32.3226
16.972,37.3132
19.631,30.3962
-25.9967,-10.4746
-4.65568,-7.26106
-14.6351,-36.2663
-14.6351,-36.2663
-9.09575,31.7701
-4.21698,-13.6927
-1.41779,28.4242
-47.5832,-0.567033
-7.03581,2.50369
-11.1762,25.7165
12.4245,11.8294
-19.1182,-29.9439
10.5673,30.8176
12.4209,11.8317
-47.5833,-0.567034
9.52621,-9.57473
-35.8974,-23.0593
4.36541,26.0171
-7.0358,2.50369
10.9192,37.8552
7.55883,-13.3587
8.13189,5.16711
-11.1762,25.7164
-39.9491,-23.4175
-12.6698,-40.88
4.13016,10.3511
4.13044,10.3525
-39.9491,-23.4175
-12.6698,-40.88
1.23364,4.07234
-21.3159,-17.7161
1.23381,4.0723
4.98283,5.73319
5.35644,35.4669
-4.0433,-25.1763
-4.0482,-25.1682
-4.04815,-25.1683
-9.04882,-4.72731
-4.04329,-25.1764
-4.04794,-25.1683
-44.334,-3.34469
-1.30316,3.16116
-45.0571,-3.53464
-44.3344,-3.34528
7.73409,-10.7939
-14.9657,-3.90209
21.7336,-11.5254
9.81905,28.761
9.87067,28.7384
1.93395,-2.62596
8.73942,18.5964
-14.964,-3.90247
9.56714,-9.57147
12.9699,19.761
-4.27458,-15.8852
16.2877,27.8295
-26.192,-21.0043
-30.2603,3.72334
-24.8971,17.7951
16.3347,35.4419
-11.9429,-26.7494
-11.9435,-26.7467
13.2019,1.74052
-5.78408,-32.6538
4.14098,3.23887
6.7568,-3.69452
13.141,2.47196
13.1997,1.74059
-11.9425,-26.7438
13.0846,33.8908
-37.8034,-6.64741
2.43048,-2.87261
-25.3507,-19.5393
-37.7919,-6.65103
-31.6517,-17.7015
-16.8058,-25.2355
6.64482,-10.6303
-48.5129,0.145543
-40.6257,-0.312117
-19.3766,-5.49125
6.64482,-10.6303
-48.5141,0.145864
-46.6916,-5.33486
-51.3522,-4.24336
0.0814705,-3.64166
12.1243,34.1603
-4.54736,-7.07617
-4.06729,-11.618
-27.9672,-12.7988
-7.57666,37.2747
4.52782,8.2995
21.6159,-11.6152
-4.10342,9.85006
-11.7574,-17.0726
11.9826,8.63189
-15.683,-24.8946
-11.7574,-17.0718
3.1486,-41.661
11.3513,1.50615
11.3126,1.48046
-7.39391,30.8875
15.218,-4.50915
-20.6015,-16.2871
-3.55926,32.7132
12.912,33.4169
-23.7205,-5.58467
10.1882,18.7189
6.42083,1.91501
0.131724,46.3145
-48.7363,-0.0338331
6.98002,33.3413
3.21501,-2.24587
-48.7363,-0.033858
-46.5189,-5.23755
-44.1869,-2.57869
1.98769,-2.34389
1.96651,-2.33215
-37.3815,-9.42725
-37.3814,-9.4277
21.5864,-11.7822
17.0073,-0.979657
14.9648,41.7333
17.0073,-0.979657
-5.93881,2.65191
-9.37465,29.2287
-13.6281,11.4613
-3.27957,36.4949
-21.1582,2.77703
5.81732,-1.95952
-4.54778,-1.62162
-0.599794,21.6772
15.2649,6.63058
-24.6693,18.0024
1.61877,19.1079
1.61877,19.1079
-5.69718,34.7017
-1.9304,38.3026
15.2816,32.6475
2.35697,-36.1409
-3.95151,31.9969
12.9707,37.5298
17.1067,40.0134
19.5704,30.8699
15.044,-2.04426
3.40209,-40.2308
-38.6257,-15.0895
-38.6252,-15.0895
-38.6233,-15.0927
-46.812,-3.89645
-46.813,-3.90115
-38.6249,-15.09
12.8517,6.18334
-5.00023,-21.4258
-0.464306,-17.1316
-48.9787,-0.080348
3.26738,-2.27431
-10.1876,-6.7877
-32.883,-19.7015
13.4951,0.593735
-2.17436,-17.199
3.90177,15.5476
12.9322,1.29151
-48.9787,-0.080348
-42.3419,-2.59759
-18.783,30.138
-8.15637,37.1279
-42.342,-2.59759
-8.00484,36.998
-18.783,30.138
-51.3592,-4.05001
6.02457,-4.45681
-17.3305,-25.0086
3.9512,23.9481
-10.5141,-7.08879
10.1027,-9.95114
-25.6647,-17.1138
1.88083,19.1418
8.6042,-15.226
-21.9587,-0.215268
-24.594,17.9953
-13.0562,-2.14447
-13.0715,-2.16812
-6.29544,-18.6452
-48.9564,-0.159739
14.6894,17.345
-42.9222,-3.52818
5.41568,35.3753
-4.19628,18.0833
-6.07704,-0.527384
-6.07406,-0.515339
5.35917,35.467
14.6886,17.3455
5.96535,27.4703
-48.9565,-0.159818
-3.52617,-11.0346
-15.3058,-16.285
-23.5606,12.2193
12.6066,1.23573
-23.5605,12.2193
-14.4018,-13.8963
13.2529,2.35657
12.5002,1.80892
0.634933,-7.2452
-40.9052,1.42813
9.71402,11.0311
-12.008,-16.4424
21.8809,9.84412
21.8946,9.84038
8.75013,-3.24613
-11.9518,-16.4188
-9.40041,10.2882
-7.52499,-9.64807
-1.72064,28.1004
2.26916,-39.0912
-8.8753,25.9821
21.8809,9.84412
21.8946,9.84038
-9.26016,16.7062
-9.26029,16.7058
-9.00759,-20.7215
-9.0067,-20.7212
-19.1356,-29.9428
6.94629,-21.5244
13.9264,25.247
-12.0065,29.4468
-45.4208,3.00542
-45.4327,3.01281
-45.4328,3.01298
-45.4208,3.00542
4.47653,18.4166
-4.97851,13.5456
-4.98062,13.5136
-3.04832,-1.21672
-26.2141,-22.4635
-41.4672,-11.665
-3.65152,-15.961
4.39338,15.9089
9.6266,-9.56558
-27.9291,6.14354
1.10848,-26.0916
-4.37391,-22.9254
-4.374,-22.922
6.97982,5.9362
-21.326,-32.9296
-21.326,-32.9295
7.18816,2.52425
-16.5409,-25.4675
7.86109,-1.08545
8.2209,-0.964963
7.96987,-1.0175
-35.0878,-9.35031
-5.10689,-17.6909
-5.12632,-17.7264
12.3485,14.2564
-29.4066,-19.1876
-30.5882,-15.2374
-14.719,-24.8965
-14.6164,-24.8661
-17.1004,-19.7503
-11.3593,17.5098
-27.2145,0.279949
-6.01334,-16.9674
-38.5788,-18.467
-38.5779,-18.4672
-38.5765,-18.467
-38.5774,-18.4672
-15.0397,-24.898
0.0322832,16.3572
-5.50352,37.1406
-22.2535,27.7648
4.12818,-7.5642
-4.2984,13.7037
-35.7332,8.34062
6.26812,-10.1358
-28.4246,8.55352
1.12003,-26.0321
6.26128,-10.1732
-8.00445,-22.7414
3.50243,-7.02864
8.74493,18.7028
-8.00439,-22.7413
4.28757,0.477651
-26.3339,-12.9893
-25.3706,-17.2327
13.2789,20.2072
-28.4501,8.61187
8.33963,2.38208
-27.2407,-12.9747
-17.6781,-19.7077
-29.3195,-18.4795
17.4536,32.5637
17.4535,32.5637
17.4486,32.5605
-6.01533,2.57837
-11.4343,17.3982
-14.7256,-24.5895
2.94587,-41.1079
-7.69044,14.6716
-29.8227,-18.2703
6.25645,2.03841
3.70781,-43.288
-27.4831,-15.8507
11.698,9.53889
7.59468,3.58313
-6.20061,-16.9907
-6.18201,-16.951
-6.12375,-16.8465
-47.9122,-5.8592
-30.2953,-18.0715
12.6079,19.0698
-46.3305,-4.72324
-46.3305,-4.72323
-46.2599,-4.67219
-51.2866,-3.93589
30.0681,20.3388
7.66596,-10.9383
-7.46592,30.8249
16.4492,35.946
-20.9994,26.0129
-7.16655,-17.66
-9.52773,12.8046
-38.5561,-3.32371
7.79702,-12.9856
-16.7091,-25.6346
-6.85842,26.948
-6.86355,26.9474
-19.9041,-13.4103
6.36804,-2.51532
15.3168,0.404165
-25.1142,-17.4153
-40.0399,-23.5285
15.3172,0.403843
10.404,-1.14905
-23.4888,-13.0989
9.0505,-3.97276
14.4366,18.2831
10.0064,35.7022
-10.9559,24.921
-3.62815,1.09024
14.4748,9.53095
-37.9136,-6.45451
-6.7267,-3.67707
2.11316,-38.3
-12.5275,-25.7127
-25.4945,-11.6962
-21.1046,25.9808
-37.9944,-18.262
-11.047,-18.0356
0.90218,-8.45988
-37.9945,-18.2595
-11.0465,-18.0354
-8.60468,9.90243
0.902179,-8.45997
-3.54258,44.9728
15.6923,12.1586
7.40987,3.80776
-15.5555,-24.9107
-16.8411,0.789814
-42.7615,9.36398
-3.63848,-25.3726
-31.4623,19.6081
-8.02399,-22.6364
-31.4152,19.5465
-31.4598,19.6096
-28.0718,-5.38878
-26.6164,-8.68642
-3.63848,-25.3726
2.48195,-36.1495
6.51666,30.9404
-16.4062,-26.2559
-12.7007,-39.5384
16.6945,-6.90212
16.714,-6.92005
-8.02395,-22.6365
-8.02432,-22.6226
-48.62,-8.45489
-24.8322,-26.9595
-6.28376,-18.5106
-8.40032,25.6631
-49.5124,-0.250646
4.86509,16.3928
-6.12895,-7.59318
-6.12895,-7.59318
-4.70361,-7.59229
5.3253,-38.8283
5.35123,-38.8236
-18.8587,-30.0693
-33.6976,2.6278
10.8729,20.2029
-3.73369,27.1713
-33.2997,-19.0931
-12.9282,-39.6778
-14.7176,-40.155
22.1161,16.2645
-25.8434,-17.0839
-12.9282,-39.6778
-14.7177,-40.1552
-33.2997,-19.0931
-25.1547,-1.14644
-25.1577,-1.15846
-25.1577,-1.15847
-5.63694,-11.324
-25.1547,-1.14644
-25.1579,-1.15839
15.2571,7.89008
-6.16294,-15.492
15.2565,7.893
-3.62394,-0.732657
-14.344,-13.6909
-25.6837,-17.1786
-12.7097,-40.6907
-3.65231,-10.9436
16.0839,13.5808
-45.41,1.19862
-22.5796,-10.8538
-30.2946,-22.5048
-16.2899,-27.3274
-0.511436,-7.31285
-45.4104,1.19929
-29.6311,-17.9229
-29.6199,-17.9143
-28.9748,-17.9199
-29.6514,-17.9371
-22.5792,-10.8534
9.5769,-9.55536
4.7472,-5.11258
-18.7759,-30.255
-35.3339,-21.108
2.44998,-12.1971
-18.7385,16.3091
0.466361,-24.3476
2.4499,-12.1972
0.466336,-24.3476
15.4951,24.089
-5.85065,-32.628
-3.57296,-8.04573
-3.85118,-7.98979
-18.7385,16.3091
-9.67741,-6.58809
-8.98903,-5.91267
6.77051,30.633
-20.5745,9.73893
2.38908,9.31766
16.4789,-0.313739
-13.0956,12.6529
7.60562,30.3976
0.594488,32.7568
16.4789,-0.313739
4.0061,45.6064
-3.34756,15.7992
-3.34741,15.7993
-3.34675,15.8003
-21.7609,18.6502
-21.7809,18.6304
-40.2198,-20.7274
-40.2203,-20.7275
5.27704,10.0831
8.8763,10.5491
8.86904,10.5403
-43.1683,-7.39465
-14.634,29.3242
-40.2196,-20.7277
13.3298,14.9855
5.27692,10.0832
-46.8705,-3.87039
16.7754,-7.0016
-45.077,0.937342
16.7753,-7.00164
15.0497,-1.38098
-46.8708,-3.8702
-46.8314,-3.82252
-28.6699,-5.42944
2.26106,-40.3369
5.77137,9.13067
-13.373,-39.3357
-4.11575,-16.9987
10.7013,35.2846
-4.13105,-17.0055
2.26154,39.4602
16.7753,-7.00174
-14.7879,-40.0526
-13.5553,-39.8639
6.29251,9.14691
-38.6091,1.07546
-45.1024,0.936665
-6.4624,29.8957
-17.1628,27.9333
11.1956,3.69608
6.23501,4.40015
6.71502,36.6075
2.61404,-35.4902
5.13367,-38.557
9.26108,21.1753
6.23523,4.39996
-15.5763,19.5965
-14.5683,12.2512
-14.566,12.2527
-14.3217,-28.7585
16.0623,23.5448
-4.7989,15.6724
14.5682,8.45972
-4.79888,15.6727
14.5675,8.45811
-4.28123,-17.1227
11.4282,13.7795
14.0751,1.74004
1.78057,39.0686
11.4282,13.7795
12.1991,6.79582
-3.68374,-26.2737
-9.02774,31.8702
-9.05454,32.0137
-3.68849,-26.2715
-8.87812,-4.98167
-25.1821,-1.1424
-28.4848,-16.6351
-19.9831,-13.9478
-4.62985,-1.61828
-16.858,21.1192
-16.8261,21.1053
6.56714,30.7576
-12.4897,-21.7638
-35.369,-18.3163
-5.6722,-15.9259
-5.6392,-15.8829
-5.65065,-15.8941
12.3609,-9.69078
6.34404,-9.95878
12.3653,-9.68792
-4.6316,-5.36421
-17.7033,30.9268
-5.77189,34.9975
-15.7259,25.5994
1.59813,-18.6545
-46.5733,0.727862
-46.5732,0.72776
-27.877,-7.58937
11.3296,-1.11886
4.78234,-7.33281
12.3422,-11.0989
-4.7084,-1.62373
-16.5277,-28.7609
-41.9191,-1.10521
-12.5069,25.7459
-28.4689,-16.4863
-27.528,-7.5825
-19.9728,-13.712
-28.4717,-16.5142
-22.9727,-11.7989
-8.86181,31.6364
-41.9191,-1.10519
-6.25652,-23.2769
-37.2151,-19.7391
-6.96556,-17.6284
-26.0891,-13.0705
21.933,14.6326
1.88555,44.0933
-6.95917,-7.80936
-4.94152,-8.49954
-47.7767,3.71351
-15.7214,24.9056
36.6325,-3.04407
-19.159,16.0322
5.50872,-9.03937
-21.767,-0.971713
8.22413,5.02637
-15.1718,24.9093
-21.7655,-0.968993
5.51183,-9.03908
5.52673,-9.08857
12.8745,5.46268
12.8802,5.4457
-38.6245,-19.8012
-38.6248,-19.8012
5.30539,47.0223
-38.6248,-19.8017
14.1758,15.6045
-15.3776,-24.6974
-11.9124,27.1941
-4.48015,0.9117
-21.4907,-32.2212
9.7148,20.8816
21.7516,16.5037
17.078,40.1852
13.2249,37.5533
-21.4906,-32.2213
9.71564,20.8815
8.8846,21.3234
2.28475,-8.51285
1.98473,-18.38
-19.0272,-11.247
0.308303,-16.3885
4.98891,-36.2226
4.99453,-36.2228
0.308278,-16.3886
17.1433,37.2866
17.1898,32.6093
8.00161,13.0285
6.72933,-3.74823
-16.118,-0.422684
-16.1253,-0.469753
7.99392,13.0258
-22.4968,18.2206
-15.1415,24.6621
-16.8271,20.9523
-27.7077,-7.53311
10.4204,3.04077
-16.7467,17.702
-6.6575,23.1107
17.4808,12.6371
-14.5292,-24.6072
-37.7806,-21.8356
-13.8933,21.5932
-0.563129,3.59998
