FREQ,TIME_FORMAT,TIME_PERIOD,EXPEND,UNIT,GEO,OBS_STATUS,OBS_VALUE,FREQ_DESC,TIME_FORMAT_DESC,TIME_PERIOD_DESC,OBS_STATUS_DESC,EXPEND_DESC,UNIT_DESC,GEO_DESC
A,P1Y,2011,INV_VEN,PC_GDP,BE,,0.03,Annual,Annual,Year 2011,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Belgium
A,P1Y,2012,INV_VEN,PC_GDP,BE,,0.033,Annual,Annual,Year 2012,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Belgium
A,P1Y,2013,INV_VEN,PC_GDP,BE,,0.026,Annual,Annual,Year 2013,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Belgium
A,P1Y,2014,INV_VEN,PC_GDP,BE,,0.032,Annual,Annual,Year 2014,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Belgium
A,P1Y,2015,INV_VEN,PC_GDP,BE,,0.015,Annual,Annual,Year 2015,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Belgium
A,P1Y,2007,INV_VEN,PC_GDP,BG,,0,Annual,Annual,Year 2007,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Bulgaria
A,P1Y,2008,INV_VEN,PC_GDP,BG,,0.031,Annual,Annual,Year 2008,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Bulgaria
A,P1Y,2009,INV_VEN,PC_GDP,BG,,0.017,Annual,Annual,Year 2009,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Bulgaria
A,P1Y,2010,INV_VEN,PC_GDP,BG,,0.009,Annual,Annual,Year 2010,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Bulgaria
A,P1Y,2011,INV_VEN,PC_GDP,BG,,0,Annual,Annual,Year 2011,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Bulgaria
A,P1Y,2012,INV_VEN,PC_GDP,BG,,0,Annual,Annual,Year 2012,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Bulgaria
A,P1Y,2013,INV_VEN,PC_GDP,BG,,0.004,Annual,Annual,Year 2013,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Bulgaria
A,P1Y,2014,INV_VEN,PC_GDP,BG,,0.003,Annual,Annual,Year 2014,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Bulgaria
A,P1Y,2015,INV_VEN,PC_GDP,BG,,0.002,Annual,Annual,Year 2015,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Bulgaria
A,P1Y,2007,INV_VEN,PC_GDP,CZ,,0.001,Annual,Annual,Year 2007,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Czechia
A,P1Y,2008,INV_VEN,PC_GDP,CZ,,0.003,Annual,Annual,Year 2008,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Czechia
A,P1Y,2009,INV_VEN,PC_GDP,CZ,,0.001,Annual,Annual,Year 2009,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Czechia
A,P1Y,2010,INV_VEN,PC_GDP,CZ,,0.007,Annual,Annual,Year 2010,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Czechia
A,P1Y,2011,INV_VEN,PC_GDP,CZ,,0.005,Annual,Annual,Year 2011,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Czechia
A,P1Y,2012,INV_VEN,PC_GDP,CZ,,0,Annual,Annual,Year 2012,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Czechia
A,P1Y,2013,INV_VEN,PC_GDP,CZ,,0,Annual,Annual,Year 2013,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Czechia
A,P1Y,2014,INV_VEN,PC_GDP,CZ,,0.004,Annual,Annual,Year 2014,No data,"Venture capital investment (seed, start-up and later stage) ",Percentage of GDP,Czechia
A,P1Y,2012,INV_VEN,MIO_EUR,NL,,168,Annual,Annual,Year 2012,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Netherlands
A,P1Y,2013,INV_VEN,MIO_EUR,NL,,158,Annual,Annual,Year 2013,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Netherlands
A,P1Y,2014,INV_VEN,MIO_EUR,NL,,192,Annual,Annual,Year 2014,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Netherlands
A,P1Y,2015,INV_VEN,MIO_EUR,NL,,220,Annual,Annual,Year 2015,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Netherlands
A,P1Y,2007,INV_VEN,MIO_EUR,PL,,20,Annual,Annual,Year 2007,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Poland
A,P1Y,2008,INV_VEN,MIO_EUR,PL,,58,Annual,Annual,Year 2008,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Poland
A,P1Y,2009,INV_VEN,MIO_EUR,PL,,2,Annual,Annual,Year 2009,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Poland
A,P1Y,2010,INV_VEN,MIO_EUR,PL,,8,Annual,Annual,Year 2010,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Poland
A,P1Y,2011,INV_VEN,MIO_EUR,PL,,25,Annual,Annual,Year 2011,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Poland
A,P1Y,2012,INV_VEN,MIO_EUR,PL,,8,Annual,Annual,Year 2012,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Poland
A,P1Y,2013,INV_VEN,MIO_EUR,PL,,22,Annual,Annual,Year 2013,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Poland
A,P1Y,2014,INV_VEN,MIO_EUR,PL,,25,Annual,Annual,Year 2014,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Poland
A,P1Y,2015,INV_VEN,MIO_EUR,PL,,29,Annual,Annual,Year 2015,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Poland
A,P1Y,2007,INV_VEN,MIO_EUR,PT,,137,Annual,Annual,Year 2007,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Portugal
A,P1Y,2008,INV_VEN,MIO_EUR,PT,,92,Annual,Annual,Year 2008,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Portugal
A,P1Y,2009,INV_VEN,MIO_EUR,PT,,42,Annual,Annual,Year 2009,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Portugal
A,P1Y,2010,INV_VEN,MIO_EUR,PT,,65,Annual,Annual,Year 2010,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Portugal
A,P1Y,2011,INV_VEN,MIO_EUR,PT,,13,Annual,Annual,Year 2011,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Portugal
A,P1Y,2012,INV_VEN,MIO_EUR,PT,,17,Annual,Annual,Year 2012,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Portugal
A,P1Y,2013,INV_VEN,MIO_EUR,PT,,29,Annual,Annual,Year 2013,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Portugal
A,P1Y,2014,INV_VEN,MIO_EUR,PT,,45,Annual,Annual,Year 2014,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Portugal
A,P1Y,2015,INV_VEN,MIO_EUR,PT,,70,Annual,Annual,Year 2015,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Portugal
A,P1Y,2007,INV_VEN,MIO_EUR,RO,,1,Annual,Annual,Year 2007,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Romania
A,P1Y,2008,INV_VEN,MIO_EUR,RO,,7,Annual,Annual,Year 2008,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Romania
A,P1Y,2009,INV_VEN,MIO_EUR,RO,,1,Annual,Annual,Year 2009,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Romania
A,P1Y,2010,INV_VEN,MIO_EUR,RO,,0,Annual,Annual,Year 2010,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Romania
A,P1Y,2011,INV_VEN,MIO_EUR,RO,,0,Annual,Annual,Year 2011,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Romania
A,P1Y,2012,INV_VEN,MIO_EUR,RO,,0,Annual,Annual,Year 2012,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Romania
A,P1Y,2013,INV_VEN,MIO_EUR,RO,,4,Annual,Annual,Year 2013,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Romania
A,P1Y,2014,INV_VEN,MIO_EUR,RO,,2,Annual,Annual,Year 2014,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Romania
A,P1Y,2015,INV_VEN,MIO_EUR,RO,,1,Annual,Annual,Year 2015,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Romania
A,P1Y,2007,INV_VEN,MIO_EUR,SE,,422,Annual,Annual,Year 2007,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Sweden
A,P1Y,2008,INV_VEN,MIO_EUR,SE,,348,Annual,Annual,Year 2008,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Sweden
A,P1Y,2009,INV_VEN,MIO_EUR,SE,,218,Annual,Annual,Year 2009,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Sweden
A,P1Y,2010,INV_VEN,MIO_EUR,SE,,246,Annual,Annual,Year 2010,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Sweden
A,P1Y,2011,INV_VEN,MIO_EUR,SE,,235,Annual,Annual,Year 2011,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Sweden
A,P1Y,2012,INV_VEN,MIO_EUR,SE,,217,Annual,Annual,Year 2012,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Sweden
A,P1Y,2013,INV_VEN,MIO_EUR,SE,,224,Annual,Annual,Year 2013,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Sweden
A,P1Y,2014,INV_VEN,MIO_EUR,SE,,198,Annual,Annual,Year 2014,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Sweden
A,P1Y,2015,INV_VEN,MIO_EUR,SE,,150,Annual,Annual,Year 2015,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Sweden
A,P1Y,2007,INV_VEN,MIO_EUR,UK,,1641,Annual,Annual,Year 2007,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,United Kingdom
A,P1Y,2008,INV_VEN,MIO_EUR,UK,,1770,Annual,Annual,Year 2008,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,United Kingdom
A,P1Y,2009,INV_VEN,MIO_EUR,UK,,875,Annual,Annual,Year 2009,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,United Kingdom
A,P1Y,2010,INV_VEN,MIO_EUR,UK,,802,Annual,Annual,Year 2010,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,United Kingdom
A,P1Y,2011,INV_VEN,MIO_EUR,UK,,840,Annual,Annual,Year 2011,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,United Kingdom
A,P1Y,2012,INV_VEN,MIO_EUR,UK,,678,Annual,Annual,Year 2012,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,United Kingdom
A,P1Y,2013,INV_VEN,MIO_EUR,UK,,533,Annual,Annual,Year 2013,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,United Kingdom
A,P1Y,2014,INV_VEN,MIO_EUR,UK,,775,Annual,Annual,Year 2014,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,United Kingdom
A,P1Y,2015,INV_VEN,MIO_EUR,UK,,833,Annual,Annual,Year 2015,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,United Kingdom
A,P1Y,2007,INV_VEN,NR_COMP,AT,,52,Annual,Annual,Year 2007,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Austria
A,P1Y,2008,INV_VEN,NR_COMP,AT,,55,Annual,Annual,Year 2008,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Austria
A,P1Y,2009,INV_VEN,NR_COMP,AT,,58,Annual,Annual,Year 2009,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Austria
A,P1Y,2010,INV_VEN,NR_COMP,AT,,57,Annual,Annual,Year 2010,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Austria
A,P1Y,2011,INV_VEN,NR_COMP,AT,,68,Annual,Annual,Year 2011,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Austria
A,P1Y,2012,INV_VEN,NR_COMP,AT,,87,Annual,Annual,Year 2012,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Austria
A,P1Y,2013,INV_VEN,NR_COMP,AT,,87,Annual,Annual,Year 2013,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Austria
A,P1Y,2014,INV_VEN,NR_COMP,AT,,88,Annual,Annual,Year 2014,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Austria
A,P1Y,2015,INV_VEN,NR_COMP,AT,,92,Annual,Annual,Year 2015,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Austria
A,P1Y,2007,INV_VEN,NR_COMP,BE,,126,Annual,Annual,Year 2007,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Belgium
A,P1Y,2008,INV_VEN,NR_COMP,BE,,143,Annual,Annual,Year 2008,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Belgium
A,P1Y,2009,INV_VEN,NR_COMP,BE,,151,Annual,Annual,Year 2009,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Belgium
A,P1Y,2010,INV_VEN,NR_COMP,BE,,77,Annual,Annual,Year 2010,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Belgium
A,P1Y,2011,INV_VEN,NR_COMP,BE,,91,Annual,Annual,Year 2011,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Belgium
A,P1Y,2012,INV_VEN,NR_COMP,BE,,110,Annual,Annual,Year 2012,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Belgium
A,P1Y,2013,INV_VEN,NR_COMP,BE,,96,Annual,Annual,Year 2013,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Belgium
A,P1Y,2014,INV_VEN,NR_COMP,BE,,122,Annual,Annual,Year 2014,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Belgium
A,P1Y,2015,INV_VEN,NR_COMP,BE,,51,Annual,Annual,Year 2015,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Belgium
A,P1Y,2007,INV_VEN,NR_COMP,BG,,0,Annual,Annual,Year 2007,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Bulgaria
A,P1Y,2008,INV_VEN,NR_COMP,BG,,8,Annual,Annual,Year 2008,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Bulgaria
A,P1Y,2009,INV_VEN,NR_COMP,BG,,3,Annual,Annual,Year 2009,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Bulgaria
A,P1Y,2010,INV_VEN,NR_COMP,BG,,4,Annual,Annual,Year 2010,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Bulgaria
A,P1Y,2011,INV_VEN,NR_COMP,BG,,2,Annual,Annual,Year 2011,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Bulgaria
A,P1Y,2012,INV_VEN,NR_COMP,BG,,2,Annual,Annual,Year 2012,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Bulgaria
A,P1Y,2013,INV_VEN,NR_COMP,BG,,2,Annual,Annual,Year 2013,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Bulgaria
A,P1Y,2014,INV_VEN,NR_COMP,BG,,3,Annual,Annual,Year 2014,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Bulgaria
A,P1Y,2015,INV_VEN,NR_COMP,BG,,1,Annual,Annual,Year 2015,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Bulgaria
A,P1Y,2007,INV_VEN,NR_COMP,CZ,,4,Annual,Annual,Year 2007,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Czechia
A,P1Y,2008,INV_VEN,NR_COMP,CZ,,2,Annual,Annual,Year 2008,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Czechia
A,P1Y,2009,INV_VEN,NR_COMP,CZ,,2,Annual,Annual,Year 2009,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Czechia
A,P1Y,2010,INV_VEN,NR_COMP,CZ,,1,Annual,Annual,Year 2010,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Czechia
A,P1Y,2011,INV_VEN,NR_COMP,CZ,,6,Annual,Annual,Year 2011,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Czechia
A,P1Y,2012,INV_VEN,NR_COMP,CZ,,1,Annual,Annual,Year 2012,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Czechia
A,P1Y,2013,INV_VEN,NR_COMP,CZ,,3,Annual,Annual,Year 2013,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Czechia
A,P1Y,2014,INV_VEN,NR_COMP,CZ,,8,Annual,Annual,Year 2014,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Czechia
A,P1Y,2015,INV_VEN,NR_COMP,CZ,,11,Annual,Annual,Year 2015,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Czechia
A,P1Y,2007,INV_VEN,NR_COMP,DE,,961,Annual,Annual,Year 2007,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Germany
A,P1Y,2008,INV_VEN,NR_COMP,DE,,1137,Annual,Annual,Year 2008,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Germany
A,P1Y,2009,INV_VEN,NR_COMP,DE,,1011,Annual,Annual,Year 2009,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Germany
A,P1Y,2010,INV_VEN,NR_COMP,DE,,1042,Annual,Annual,Year 2010,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Germany
A,P1Y,2011,INV_VEN,NR_COMP,DE,,975,Annual,Annual,Year 2011,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Germany
A,P1Y,2012,INV_VEN,NR_COMP,DE,,845,Annual,Annual,Year 2012,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Germany
A,P1Y,2013,INV_VEN,NR_COMP,DE,,826,Annual,Annual,Year 2013,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Germany
A,P1Y,2014,INV_VEN,NR_COMP,DE,,874,Annual,Annual,Year 2014,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Germany
A,P1Y,2015,INV_VEN,NR_COMP,DE,,866,Annual,Annual,Year 2015,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Germany
A,P1Y,2007,INV_VEN,NR_COMP,DK,,114,Annual,Annual,Year 2007,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Denmark
A,P1Y,2008,INV_VEN,NR_COMP,DK,,109,Annual,Annual,Year 2008,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Denmark
A,P1Y,2009,INV_VEN,NR_COMP,DK,,93,Annual,Annual,Year 2009,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Denmark
A,P1Y,2010,INV_VEN,NR_COMP,DK,,110,Annual,Annual,Year 2010,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Denmark
A,P1Y,2011,INV_VEN,NR_COMP,DK,,111,Annual,Annual,Year 2011,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Denmark
A,P1Y,2012,INV_VEN,NR_COMP,DK,,106,Annual,Annual,Year 2012,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Denmark
A,P1Y,2013,INV_VEN,NR_COMP,DK,,97,Annual,Annual,Year 2013,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Denmark
A,P1Y,2014,INV_VEN,NR_COMP,DK,,100,Annual,Annual,Year 2014,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Denmark
A,P1Y,2015,INV_VEN,NR_COMP,DK,,105,Annual,Annual,Year 2015,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Denmark
A,P1Y,2007,INV_VEN,NR_COMP,EL,,2,Annual,Annual,Year 2007,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Greece
A,P1Y,2008,INV_VEN,NR_COMP,EL,,3,Annual,Annual,Year 2008,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Greece
A,P1Y,2009,INV_VEN,NR_COMP,EL,,5,Annual,Annual,Year 2009,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Greece
A,P1Y,2010,INV_VEN,NR_COMP,EL,,2,Annual,Annual,Year 2010,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Greece
A,P1Y,2011,INV_VEN,NR_COMP,EL,,4,Annual,Annual,Year 2011,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Greece
A,P1Y,2012,INV_VEN,NR_COMP,EL,,0,Annual,Annual,Year 2012,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Greece
A,P1Y,2013,INV_VEN,NR_COMP,EL,,1,Annual,Annual,Year 2013,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Greece
A,P1Y,2014,INV_VEN,NR_COMP,EL,,1,Annual,Annual,Year 2014,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Greece
A,P1Y,2015,INV_VEN,NR_COMP,EL,,0,Annual,Annual,Year 2015,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Greece
A,P1Y,2007,INV_VEN,NR_COMP,ES,,132,Annual,Annual,Year 2007,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Spain
A,P1Y,2008,INV_VEN,NR_COMP,ES,,169,Annual,Annual,Year 2008,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Spain
A,P1Y,2009,INV_VEN,NR_COMP,ES,,120,Annual,Annual,Year 2009,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Spain
A,P1Y,2010,INV_VEN,NR_COMP,ES,,86,Annual,Annual,Year 2010,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Spain
A,P1Y,2011,INV_VEN,NR_COMP,ES,,123,Annual,Annual,Year 2011,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Spain
A,P1Y,2012,INV_VEN,NR_COMP,ES,,97,Annual,Annual,Year 2012,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Spain
A,P1Y,2013,INV_VEN,NR_COMP,ES,,96,Annual,Annual,Year 2013,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Spain
A,P1Y,2014,INV_VEN,NR_COMP,ES,,86,Annual,Annual,Year 2014,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Spain
A,P1Y,2015,INV_VEN,NR_COMP,ES,,89,Annual,Annual,Year 2015,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Spain
A,P1Y,2007,INV_VEN,MIO_EUR,AT,,38,Annual,Annual,Year 2007,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Austria
A,P1Y,2008,INV_VEN,MIO_EUR,AT,,32,Annual,Annual,Year 2008,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Austria
A,P1Y,2009,INV_VEN,MIO_EUR,AT,,36,Annual,Annual,Year 2009,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Austria
A,P1Y,2010,INV_VEN,MIO_EUR,AT,,29,Annual,Annual,Year 2010,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Austria
A,P1Y,2011,INV_VEN,MIO_EUR,AT,,25,Annual,Annual,Year 2011,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Austria
A,P1Y,2012,INV_VEN,MIO_EUR,AT,,25,Annual,Annual,Year 2012,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Austria
A,P1Y,2013,INV_VEN,MIO_EUR,AT,,26,Annual,Annual,Year 2013,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Austria
A,P1Y,2014,INV_VEN,MIO_EUR,AT,,25,Annual,Annual,Year 2014,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Austria
A,P1Y,2015,INV_VEN,MIO_EUR,AT,,27,Annual,Annual,Year 2015,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Austria
A,P1Y,2007,INV_VEN,MIO_EUR,BE,,189,Annual,Annual,Year 2007,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Belgium
A,P1Y,2008,INV_VEN,MIO_EUR,BE,,186,Annual,Annual,Year 2008,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Belgium
A,P1Y,2009,INV_VEN,MIO_EUR,BE,,184,Annual,Annual,Year 2009,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Belgium
A,P1Y,2010,INV_VEN,MIO_EUR,BE,,92,Annual,Annual,Year 2010,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Belgium
A,P1Y,2011,INV_VEN,MIO_EUR,BE,,114,Annual,Annual,Year 2011,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Belgium
A,P1Y,2012,INV_VEN,MIO_EUR,BE,,128,Annual,Annual,Year 2012,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Belgium
A,P1Y,2013,INV_VEN,MIO_EUR,BE,,104,Annual,Annual,Year 2013,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Belgium
A,P1Y,2014,INV_VEN,MIO_EUR,BE,,127,Annual,Annual,Year 2014,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Belgium
A,P1Y,2015,INV_VEN,MIO_EUR,BE,,63,Annual,Annual,Year 2015,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Belgium
A,P1Y,2007,INV_VEN,MIO_EUR,BG,,0,Annual,Annual,Year 2007,No data,"Venture capital investment (seed, start-up and later stage) ",Million euro,Bulgaria
A,P1Y,2007,INV_VEN,NR_COMP,FI,,197,Annual,Annual,Year 2007,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Finland
A,P1Y,2008,INV_VEN,NR_COMP,FI,,198,Annual,Annual,Year 2008,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Finland
A,P1Y,2009,INV_VEN,NR_COMP,FI,,172,Annual,Annual,Year 2009,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Finland
A,P1Y,2010,INV_VEN,NR_COMP,FI,,156,Annual,Annual,Year 2010,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Finland
A,P1Y,2011,INV_VEN,NR_COMP,FI,,130,Annual,Annual,Year 2011,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Finland
A,P1Y,2012,INV_VEN,NR_COMP,FI,,138,Annual,Annual,Year 2012,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Finland
A,P1Y,2013,INV_VEN,NR_COMP,FI,,164,Annual,Annual,Year 2013,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Finland
A,P1Y,2014,INV_VEN,NR_COMP,FI,,205,Annual,Annual,Year 2014,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Finland
A,P1Y,2015,INV_VEN,NR_COMP,FI,,175,Annual,Annual,Year 2015,No data,"Venture capital investment (seed, start-up and later stage) ",Number of companies,Finland
