country,year,value
"Korea, Rep.",1972,0
"Korea, Rep.",1973,0
"Korea, Rep.",1974,0
"Korea, Rep.",1975,0
"Korea, Rep.",1976,0
"Korea, Rep.",1977,0
"Korea, Rep.",1978,0
"Korea, Rep.",1979,0
"Korea, Rep.",1980,0
"Korea, Rep.",1981,0
"Korea, Rep.",1982,0
"Korea, Rep.",1983,0
"Korea, Rep.",1984,0
"Korea, Rep.",1985,0
"Korea, Rep.",1986,0
"Korea, Rep.",1987,0
"Korea, Rep.",1988,0
"Korea, Rep.",1989,0
"Korea, Rep.",1990,0
"Korea, Rep.",1991,0
"Korea, Rep.",1992,0
"Korea, Rep.",1993,0
"Korea, Rep.",1994,0
"Korea, Rep.",1995,0
"Korea, Rep.",1996,2211.22679
"Korea, Rep.",1997,2267.02893
"Korea, Rep.",1998,2029.42708
"Korea, Rep.",1999,2182.82935
"Korea, Rep.",2000,2345.35265
"Korea, Rep.",2001,2932.46257
"Korea, Rep.",2002,3034.38695
"Korea, Rep.",2003,3215.21147
"Korea, Rep.",2004,3301.31429
"Korea, Rep.",2005,3777.10678
"Korea, Rep.",2006,4175.01381
"Korea, Rep.",2007,4603.83665
"Korea, Rep.",2008,4867.81365
"Korea, Rep.",2009,5000.85219
"Korea, Rep.",2010,5380.27532
"Korea, Rep.",2011,5853.32911
"Korea, Rep.",2012,6361.60143
"Korea, Rep.",2013,6456.62574
"Korea, Rep.",2014,6899.00269
"Korea, Rep.",2015,7087.35169
"Korea, Rep.",2016,0
"Korea, Rep.",2017,0
Kuwait,1960,0
Kuwait,1961,0
Kuwait,1962,0
Kuwait,1963,0
Kuwait,1964,0
Kuwait,1965,0
Kuwait,1966,0
Kuwait,1967,0
Kuwait,1968,0
Kuwait,1969,0
Kuwait,1970,0
Kuwait,1971,0
Kuwait,1972,0
Kuwait,1973,0
Kuwait,1974,0
Kuwait,1975,0
Kuwait,1976,0
Kuwait,1977,0
Kuwait,1978,0
Kuwait,1979,0
Kuwait,1980,0
Kuwait,1981,0
Kuwait,1982,0
Kuwait,1983,0
Kuwait,1984,0
Kuwait,1985,0
Kuwait,1986,0
Kuwait,1987,0
Kuwait,1988,0
Kuwait,1989,0
Kuwait,1990,0
Kuwait,1991,0
Kuwait,1992,0
Kuwait,1993,0
Kuwait,1994,0
Kuwait,1995,0
Kuwait,1996,0
Kuwait,1997,197.47891
Kuwait,1998,186.83684
Kuwait,1999,175.91649
Kuwait,2000,167.92176
Kuwait,2001,168.84235
Kuwait,2002,169.42389
Kuwait,2003,170.8021
Kuwait,2004,172.17949
Kuwait,2005,169.64098
Kuwait,2006,164.05119
Kuwait,2007,185.92991
Kuwait,2008,148.96739
Kuwait,2009,139.52312
Kuwait,2010,133.02945
Kuwait,2011,126.88393
Kuwait,2012,128.3783
Kuwait,2013,0
Kuwait,2014,0
Kuwait,2015,0
Kuwait,2016,0
Kuwait,2017,0
Latin America & Caribbean (excluding high income),1960,0
Latin America & Caribbean (excluding high income),1961,0
Latin America & Caribbean (excluding high income),1962,0
Latin America & Caribbean (excluding high income),1963,0
Latin America & Caribbean (excluding high income),1964,0
Latin America & Caribbean (excluding high income),1965,0
Latin America & Caribbean (excluding high income),1966,0
Latin America & Caribbean (excluding high income),1967,0
Latin America & Caribbean (excluding high income),1968,0
Latin America & Caribbean (excluding high income),1969,0
Latin America & Caribbean (excluding high income),1970,0
Latin America & Caribbean (excluding high income),1971,0
Latin America & Caribbean (excluding high income),1972,0
Latin America & Caribbean (excluding high income),1973,0
Latin America & Caribbean (excluding high income),1974,0
Latin America & Caribbean (excluding high income),1975,0
Latin America & Caribbean (excluding high income),1976,0
Latin America & Caribbean (excluding high income),1977,0
Latin America & Caribbean (excluding high income),1978,0
Latin America & Caribbean (excluding high income),1979,0
Latin America & Caribbean (excluding high income),1980,0
Latin America & Caribbean (excluding high income),1981,0
Latin America & Caribbean (excluding high income),1982,0
Latin America & Caribbean (excluding high income),1983,0
Latin America & Caribbean (excluding high income),1984,0
Latin America & Caribbean (excluding high income),1985,0
Latin America & Caribbean (excluding high income),1986,0
Latin America & Caribbean (excluding high income),1987,0
Latin America & Caribbean (excluding high income),1988,0
Latin America & Caribbean (excluding high income),1989,0
Latin America & Caribbean (excluding high income),1990,0
Latin America & Caribbean (excluding high income),1991,0
Latin America & Caribbean (excluding high income),1992,0
Latin America & Caribbean (excluding high income),1993,0
Latin America & Caribbean (excluding high income),1994,0
Latin America & Caribbean (excluding high income),1995,0
Latin America & Caribbean (excluding high income),1996,0
Latin America & Caribbean (excluding high income),1997,0
Latin America & Caribbean (excluding high income),1998,0
Latin America & Caribbean (excluding high income),1999,0
Latin America & Caribbean (excluding high income),2000,290.556699240782
Latin America & Caribbean (excluding high income),2001,292.158989033048
Latin America & Caribbean (excluding high income),2002,321.284856812749
Latin America & Caribbean (excluding high income),2003,349.600397690087
Latin America & Caribbean (excluding high income),2004,397.048730451347
Latin America & Caribbean (excluding high income),2005,416.264286449249
Latin America & Caribbean (excluding high income),2006,398.636841733428
Latin America & Caribbean (excluding high income),2007,410.633626929807
Latin America & Caribbean (excluding high income),2008,413.375833342117
Latin America & Caribbean (excluding high income),2009,441.194010692231
Latin America & Caribbean (excluding high income),2010,451.41373338078
Latin America & Caribbean (excluding high income),2011,0
Latin America & Caribbean (excluding high income),2012,0
Latin America & Caribbean (excluding high income),2013,0
Latin America & Caribbean (excluding high income),2014,0
Latin America & Caribbean (excluding high income),2015,0
Latin America & Caribbean (excluding high income),2016,0
Latin America & Caribbean (excluding high income),2017,0
Lao PDR,1960,0
Lao PDR,1961,0
Lao PDR,1962,0
Lao PDR,1963,0
Lao PDR,1964,0
Lao PDR,1965,0
Lao PDR,1966,0
Lao PDR,1967,0
Lao PDR,1968,0
Lao PDR,1969,0
Lao PDR,1970,0
Lao PDR,1971,0
Lao PDR,1972,0
Lao PDR,1973,0
Lao PDR,1974,0
Lao PDR,1975,0
Lao PDR,1976,0
Lao PDR,1977,0
Lao PDR,1978,0
Lao PDR,1979,0
Lao PDR,1980,0
Lao PDR,1981,0
Lao PDR,1982,0
Lao PDR,1983,0
Lao PDR,1984,0
Lao PDR,1985,0
Lao PDR,1986,0
Lao PDR,1987,0
Lao PDR,1988,0
Lao PDR,1989,0
Lao PDR,1990,0
Lao PDR,1991,0
Lao PDR,1992,0
Lao PDR,1993,0
Lao PDR,1994,0
Lao PDR,1995,0
Lao PDR,1996,0
Lao PDR,1997,0
Lao PDR,1998,0
Lao PDR,1999,0
Lao PDR,2000,0
Lao PDR,2001,0
Lao PDR,2002,15.81145
Lao PDR,2003,0
Lao PDR,2004,0
Lao PDR,2005,0
Lao PDR,2006,0
Lao PDR,2007,0
Lao PDR,2008,0
Lao PDR,2009,0
Lao PDR,2010,0
Lao PDR,2011,0
Lao PDR,2012,0
Lao PDR,2013,0
Lao PDR,2014,0
Lao PDR,2015,0
Lao PDR,2016,0
Lao PDR,2017,0
Lebanon,1960,0
Lebanon,1961,0
Lebanon,1962,0
Lebanon,1963,0
Lebanon,1964,0
Lebanon,1965,0
Lebanon,1966,0
Lebanon,1967,0
Lebanon,1968,0
Lebanon,1969,0
Lebanon,1970,0
Lebanon,1971,0
Lebanon,1972,0
Lebanon,1973,0
Lebanon,1974,0
Lebanon,1975,0
Lebanon,1976,0
Lebanon,1977,0
Lebanon,1978,0
Lebanon,1979,0
Lebanon,1980,0
Lebanon,1981,0
Lebanon,1982,0
Lebanon,1983,0
Lebanon,1984,0
Lebanon,1985,0
Lebanon,1986,0
Lebanon,1987,0
Lebanon,1988,0
Lebanon,1989,0
Lebanon,1990,0
Lebanon,1991,0
Lebanon,1992,0
Lebanon,1993,0
Lebanon,1994,0
Lebanon,1995,0
Lebanon,1996,0
Lebanon,1997,0
Lebanon,1998,0
Lebanon,1999,0
Lebanon,2000,0
Lebanon,2001,0
Lebanon,2002,0
Lebanon,2003,0
Lebanon,2004,0
Lebanon,2005,0
Lebanon,2006,0
Lebanon,2007,0
Lebanon,2008,0
Lebanon,2009,0
Lebanon,2010,0
Lebanon,2011,0
Lebanon,2012,0
Lebanon,2013,0
Lebanon,2014,0
Lebanon,2015,0
Lebanon,2016,0
Lebanon,2017,0
Liberia,1960,0
Liberia,1961,0
Liberia,1962,0
Liberia,1963,0
Liberia,1964,0
Liberia,1965,0
Liberia,1966,0
Liberia,1967,0
Liberia,1968,0
Liberia,1969,0
Liberia,1970,0
Liberia,1971,0
Liberia,1972,0
Liberia,1973,0
Liberia,1974,0
Liberia,1975,0
Liberia,1976,0
Liberia,1977,0
Liberia,1978,0
Liberia,1979,0
Liberia,1980,0
Liberia,1981,0
Liberia,1982,0
Liberia,1983,0
Liberia,1984,0
Liberia,1985,0
Liberia,1986,0
Liberia,1987,0
Liberia,1988,0
Liberia,1989,0
Liberia,1990,0
Liberia,1991,0
Liberia,1992,0
Liberia,1993,0
Liberia,1994,0
Liberia,1995,0
Liberia,1996,0
Liberia,1997,0
Liberia,1998,0
Liberia,1999,0
Liberia,2000,0
Liberia,2001,0
Liberia,2002,0
Liberia,2003,0
Liberia,2004,0
Liberia,2005,0
Liberia,2006,0
Liberia,2007,0
Liberia,2008,0
Liberia,2009,0
Liberia,2010,0
Liberia,2011,0
Liberia,2012,0
Liberia,2013,0
Liberia,2014,0
Liberia,2015,0
Liberia,2016,0
Liberia,2017,0
Libya,1960,0
Libya,1961,0
Libya,1962,0
Libya,1963,0
Libya,1964,0
Libya,1965,0
Libya,1966,0
Libya,1967,0
Libya,1968,0
Libya,1969,0
Libya,1970,0
Libya,1971,0
Libya,1972,0
Libya,1973,0
Libya,1974,0
Libya,1975,0
Libya,1976,0
Libya,1977,0
Libya,1978,0
Libya,1979,0
Libya,1980,0
Libya,1981,0
Libya,1982,0
Libya,1983,0
Libya,1984,0
Libya,1985,0
Libya,1986,0
Libya,1987,0
Libya,1988,0
Libya,1989,0
Libya,1990,0
Libya,1991,0
Libya,1992,0
Libya,1993,0
Libya,1994,0
Libya,1995,0
Libya,1996,0
Libya,1997,0
Libya,1998,0
Libya,1999,0
Libya,2000,0
Libya,2001,0
Libya,2002,0
Libya,2003,0
Libya,2004,0
Libya,2005,0
Libya,2006,0
Libya,2007,0
Libya,2008,0
Libya,2009,0
Libya,2010,0
Libya,2011,0
Libya,2012,0
Libya,2013,0
Libya,2014,0
Libya,2015,0
Libya,2016,0
Libya,2017,0
St. Lucia,1960,0
St. Lucia,1961,0
St. Lucia,1962,0
St. Lucia,1963,0
St. Lucia,1964,0
St. Lucia,1965,0
St. Lucia,1966,0
St. Lucia,1967,0
St. Lucia,1968,0
St. Lucia,1969,0
St. Lucia,1970,0
St. Lucia,1971,0
St. Lucia,1972,0
St. Lucia,1973,0
St. Lucia,1974,0
St. Lucia,1975,0
St. Lucia,1976,0
St. Lucia,1977,0
St. Lucia,1978,0
St. Lucia,1979,0
St. Lucia,1980,0
St. Lucia,1981,0
St. Lucia,1982,0
St. Lucia,1983,0
St. Lucia,1984,0
St. Lucia,1985,0
St. Lucia,1986,0
St. Lucia,1987,0
St. Lucia,1988,0
St. Lucia,1989,0
St. Lucia,1990,0
St. Lucia,1991,0
St. Lucia,1992,0
St. Lucia,1993,0
St. Lucia,1994,0
St. Lucia,1995,0
St. Lucia,1996,0
St. Lucia,1997,0
St. Lucia,1998,0
St. Lucia,1999,0
St. Lucia,2000,0
St. Lucia,2001,0
St. Lucia,2002,0
St. Lucia,2003,0
St. Lucia,2004,0
St. Lucia,2005,0
St. Lucia,2006,0
St. Lucia,2007,0
St. Lucia,2008,0
St. Lucia,2009,0
St. Lucia,2010,0
St. Lucia,2011,0
St. Lucia,2012,0
St. Lucia,2013,0
St. Lucia,2014,0
St. Lucia,2015,0
St. Lucia,2016,0
St. Lucia,2017,0
Latin America & Caribbean,1960,0
Latin America & Caribbean,1961,0
Latin America & Caribbean,1962,0
Latin America & Caribbean,1963,0
Latin America & Caribbean,1964,0
Latin America & Caribbean,1965,0
Latin America & Caribbean,1966,0
Latin America & Caribbean,1967,0
Latin America & Caribbean,1968,0
Latin America & Caribbean,1969,0
Latin America & Caribbean,1970,0
Latin America & Caribbean,1971,0
Latin America & Caribbean,1972,0
Latin America & Caribbean,1973,0
Latin America & Caribbean,1974,0
Latin America & Caribbean,1975,0
Latin America & Caribbean,1976,0
Latin America & Caribbean,1977,0
Latin America & Caribbean,1978,0
Latin America & Caribbean,1979,0
Latin America & Caribbean,1980,0
Latin America & Caribbean,1981,0
Latin America & Caribbean,1982,0
Latin America & Caribbean,1983,0
Latin America & Caribbean,1984,0
Latin America & Caribbean,1985,0
Latin America & Caribbean,1986,0
Latin America & Caribbean,1987,0
Latin America & Caribbean,1988,0
Latin America & Caribbean,1989,0
Latin America & Caribbean,1990,0
Latin America & Caribbean,1991,0
Latin America & Caribbean,1992,0
Latin America & Caribbean,1993,0
Latin America & Caribbean,1994,0
Latin America & Caribbean,1995,0
Latin America & Caribbean,1996,0
Latin America & Caribbean,1997,0
Latin America & Caribbean,1998,0
Latin America & Caribbean,1999,0
Latin America & Caribbean,2000,328.700085856972
Latin America & Caribbean,2001,326.167356747726
Latin America & Caribbean,2002,352.881396351821
Latin America & Caribbean,2003,380.874748113828
Latin America & Caribbean,2004,428.728302341466
Latin America & Caribbean,2005,449.975224317868
Latin America & Caribbean,2006,440.125980300692
Latin America & Caribbean,2007,454.314096329509
Latin America & Caribbean,2008,459.904378178572
Latin America & Caribbean,2009,482.882060918718
Latin America & Caribbean,2010,503.331298164885
Latin America & Caribbean,2011,0
Latin America & Caribbean,2012,0
Latin America & Caribbean,2013,0
Latin America & Caribbean,2014,0
Latin America & Caribbean,2015,0
Latin America & Caribbean,2016,0
Latin America & Caribbean,2017,0
Least developed countries: UN classification,1960,0
Least developed countries: UN classification,1961,0
Least developed countries: UN classification,1962,0
Least developed countries: UN classification,1963,0
Least developed countries: UN classification,1964,0
Least developed countries: UN classification,1965,0
Least developed countries: UN classification,1966,0
Least developed countries: UN classification,1967,0
Least developed countries: UN classification,1968,0
Least developed countries: UN classification,1969,0
Least developed countries: UN classification,1970,0
Least developed countries: UN classification,1971,0
Least developed countries: UN classification,1972,0
Least developed countries: UN classification,1973,0
Least developed countries: UN classification,1974,0
Least developed countries: UN classification,1975,0
Least developed countries: UN classification,1976,0
Least developed countries: UN classification,1977,0
Least developed countries: UN classification,1978,0
Least developed countries: UN classification,1979,0
Least developed countries: UN classification,1980,0
Least developed countries: UN classification,1981,0
Least developed countries: UN classification,1982,0
Least developed countries: UN classification,1983,0
Least developed countries: UN classification,1984,0
Least developed countries: UN classification,1985,0
Least developed countries: UN classification,1986,0
Least developed countries: UN classification,1987,0
Least developed countries: UN classification,1988,0
Least developed countries: UN classification,1989,0
Least developed countries: UN classification,1990,0
Least developed countries: UN classification,1991,0
Least developed countries: UN classification,1992,0
Least developed countries: UN classification,1993,0
Least developed countries: UN classification,1994,0
Least developed countries: UN classification,1995,0
Least developed countries: UN classification,1996,0
Least developed countries: UN classification,1997,0
Least developed countries: UN classification,1998,0
Least developed countries: UN classification,1999,0
Least developed countries: UN classification,2000,0
Least developed countries: UN classification,2001,0
Least developed countries: UN classification,2002,0
Least developed countries: UN classification,2003,0
Least developed countries: UN classification,2004,0
Least developed countries: UN classification,2005,0
Least developed countries: UN classification,2006,0
Least developed countries: UN classification,2007,0
Least developed countries: UN classification,2008,0
Least developed countries: UN classification,2009,0
Least developed countries: UN classification,2010,0
Least developed countries: UN classification,2011,0
Least developed countries: UN classification,2012,0
Least developed countries: UN classification,2013,0
Least developed countries: UN classification,2014,0
Least developed countries: UN classification,2015,0
Least developed countries: UN classification,2016,0
Least developed countries: UN classification,2017,0
Low income,1960,0
Low income,1961,0
Low income,1962,0
Low income,1963,0
Low income,1964,0
Low income,1965,0
Low income,1966,0
Low income,1967,0
Low income,1968,0
Low income,1969,0
Low income,1970,0
Low income,1971,0
Low income,1972,0
Low income,1973,0
Low income,1974,0
Low income,1975,0
Low income,1976,0
Low income,1977,0
Low income,1978,0
Low income,1979,0
Low income,1980,0
Low income,1981,0
Low income,1982,0
Low income,1983,0
Low income,1984,0
Low income,1985,0
Low income,1986,0
Low income,1987,0
Low income,1988,0
Low income,1989,0
Low income,1990,0
Low income,1991,0
Low income,1992,0
Low income,1993,0
Low income,1994,0
Low income,1995,0
Low income,1996,0
Low income,1997,0
Low income,1998,0
Low income,1999,0
Low income,2000,0
Low income,2001,0
Low income,2002,0
Low income,2003,0
Low income,2004,0
Low income,2005,0
Low income,2006,0
Low income,2007,0
Low income,2008,0
Low income,2009,0
Low income,2010,0
Low income,2011,0
Low income,2012,0
Low income,2013,0
Low income,2014,0
Low income,2015,0
Low income,2016,0
Low income,2017,0
Liechtenstein,1960,0
Liechtenstein,1961,0
Liechtenstein,1962,0
Liechtenstein,1963,0
Liechtenstein,1964,0
Liechtenstein,1965,0
Liechtenstein,1966,0
Liechtenstein,1967,0
Liechtenstein,1968,0
Liechtenstein,1969,0
Liechtenstein,1970,0
Liechtenstein,1971,0
Liechtenstein,1972,0
Liechtenstein,1973,0
Liechtenstein,1974,0
Liechtenstein,1975,0
Liechtenstein,1976,0
Liechtenstein,1977,0
Liechtenstein,1978,0
Liechtenstein,1979,0
Liechtenstein,1980,0
Liechtenstein,1981,0
Liechtenstein,1982,0
Liechtenstein,1983,0
Liechtenstein,1984,0
Liechtenstein,1985,0
Liechtenstein,1986,0
Liechtenstein,1987,0
Liechtenstein,1988,0
Liechtenstein,1989,0
Liechtenstein,1990,0
Liechtenstein,1991,0
Liechtenstein,1992,0
Liechtenstein,1993,0
Liechtenstein,1994,0
Liechtenstein,1995,0
Liechtenstein,1996,0
Liechtenstein,1997,0
Liechtenstein,1998,0
Liechtenstein,1999,0
Liechtenstein,2000,0
Liechtenstein,2001,0
Liechtenstein,2002,0
Liechtenstein,2003,0
Liechtenstein,2004,0
Liechtenstein,2005,0
Liechtenstein,2006,0
Liechtenstein,2007,0
Liechtenstein,2008,0
Liechtenstein,2009,0
Liechtenstein,2010,0
Liechtenstein,2011,0
Liechtenstein,2012,0
Liechtenstein,2013,0
Liechtenstein,2014,0
Liechtenstein,2015,0
Liechtenstein,2016,0
Liechtenstein,2017,0
Sri Lanka,1960,0
Sri Lanka,1961,0
Sri Lanka,1962,0
Sri Lanka,1963,0
Sri Lanka,1964,0
Sri Lanka,1965,0
Sri Lanka,1966,0
Sri Lanka,1967,0
Sri Lanka,1968,0
Sri Lanka,1969,0
Sri Lanka,1970,0
Sri Lanka,1971,0
Sri Lanka,1972,0
Sri Lanka,1973,0
Sri Lanka,1974,0
Sri Lanka,1975,0
Sri Lanka,1976,0
Sri Lanka,1977,0
Sri Lanka,1978,0
Sri Lanka,1979,0
Sri Lanka,1980,0
Sri Lanka,1981,0
Sri Lanka,1982,0
Sri Lanka,1983,0
Sri Lanka,1984,0
Sri Lanka,1985,0
Sri Lanka,1986,0
Sri Lanka,1987,0
Sri Lanka,1988,0
Sri Lanka,1989,0
Sri Lanka,1990,0
Sri Lanka,1991,0
Sri Lanka,1992,0
Sri Lanka,1993,0
Sri Lanka,1994,0
Sri Lanka,1995,0
Sri Lanka,1996,187.66127
Sri Lanka,1997,0
Sri Lanka,1998,0
Sri Lanka,1999,0
Sri Lanka,2000,135.06359
Sri Lanka,2001,0
Sri Lanka,2002,0
Sri Lanka,2003,0
Sri Lanka,2004,138.2761
Sri Lanka,2005,0
Sri Lanka,2006,93.17614
Sri Lanka,2007,0
Sri Lanka,2008,98.84933
Sri Lanka,2009,0
Sri Lanka,2010,105.93371
Sri Lanka,2011,0
Sri Lanka,2012,0
Sri Lanka,2013,110.90559
Sri Lanka,2014,0
Sri Lanka,2015,0
Sri Lanka,2016,0
Sri Lanka,2017,0
Lower middle income,1960,0
Lower middle income,1961,0
Lower middle income,1962,0
Lower middle income,1963,0
Lower middle income,1964,0
Lower middle income,1965,0
Lower middle income,1966,0
Lower middle income,1967,0
Lower middle income,1968,0
Lower middle income,1969,0
Lower middle income,1970,0
Lower middle income,1971,0
Lower middle income,1972,0
Lower middle income,1973,0
Lower middle income,1974,0
Lower middle income,1975,0
Lower middle income,1976,0
Lower middle income,1977,0
Lower middle income,1978,0
Lower middle income,1979,0
Lower middle income,1980,0
Lower middle income,1981,0
Lower middle income,1982,0
Lower middle income,1983,0
Lower middle income,1984,0
Lower middle income,1985,0
Lower middle income,1986,0
Lower middle income,1987,0
Lower middle income,1988,0
Lower middle income,1989,0
Lower middle income,1990,0
Lower middle income,1991,0
Lower middle income,1992,0
Lower middle income,1993,0
Lower middle income,1994,0
Lower middle income,1995,0
Lower middle income,1996,0
Lower middle income,1997,0
Lower middle income,1998,0
Lower middle income,1999,0
Lower middle income,2000,0
Lower middle income,2001,0
Lower middle income,2002,0
Lower middle income,2003,0
Lower middle income,2004,0
Lower middle income,2005,0
Lower middle income,2006,0
Lower middle income,2007,0
Lower middle income,2008,0
Lower middle income,2009,0
Lower middle income,2010,0
Lower middle income,2011,0
Lower middle income,2012,0
Lower middle income,2013,0
